group_id,module_path,channel_index,harm_awbir,harm_fine_macro_f1,harm_family_macro_f1,harm_hsr_balanced_soc
conv.0:out:19,conv.0,19,0.0618562882898909,0.0079193998711838,0.0550078013360854,0.0209703216634085
conv.0:out:20,conv.0,20,0.0148393170821737,-0.0042582860261074,-0.0051139828097698,-0.0035305965286416
conv.0:out:21,conv.0,21,0.0052009504741977,-0.0011107132886225,-0.0027680278167282,-0.0018719270185415
conv.0:out:22,conv.0,22,0.0035588730912709,-0.0439216137688493,-0.1176869629318431,-0.036858006042296
conv.0:out:23,conv.0,23,0.0047543507942832,-0.0025751923888721,0.0003097082554335,-0.00082933475505
conv.0:out:24,conv.0,24,0.0266783301691514,-0.0127256599849455,0.005878109694303,0.0003791244594514
conv.0:out:25,conv.0,25,0.1628376442199115,0.0584969822178824,0.1152237524543428,0.0410639180143356
conv.0:out:26,conv.0,26,0.092904989805179,0.0347212747202073,0.0238002329792355,0.0109946093240921
conv.0:out:27,conv.0,27,0.0233282686365657,0.0040962851593683,0.0151357234643824,0.0062555535809489
conv.0:out:28,conv.0,28,0.0422785575545429,0.0059344697546839,-0.00727298544477,-0.0029382145607487
conv.0:out:29,conv.0,29,0.0239167405350247,-0.0022711865921929,-0.0064660992425835,-0.005331437711036
conv.0:out:30,conv.0,30,0.02574202945801,0.0034752413103033,0.0094696867133418,0.003577987086073
conv.0:out:31,conv.0,31,0.1103332744372984,0.0158247159043126,0.03307579919606,0.0081867187962798
conv.0:out:32,conv.0,32,0.0976063356004662,0.0286829461817351,0.0377327727685835,0.0134589183105265
conv.0:out:33,conv.0,33,0.3230905517628962,0.0278859057874975,0.102664024623314,0.0174752680528404
conv.0:out:34,conv.0,34,0.0162267919797473,0.0039167119019251,0.0049465499393688,0.0020022510514779
conv.0:out:35,conv.0,35,0.0985810551808782,0.0058317438897303,-0.0191880679394708,-0.012842841063918
conv.0:out:36,conv.0,36,0.0166862291507305,-0.0095161439282568,-0.0194861587527072,-0.0093833303714235
conv.0:out:37,conv.0,37,0.0900106275919711,0.0044894575930559,-0.0108256028113632,-0.0077838990581126
conv.0:out:38,conv.0,38,0.0359611336138622,-0.0434542806509436,-0.032825685887582,-0.0143830341804395
conv.0:out:39,conv.0,39,0.002363272636762,-0.001781859054263,-0.0031536668467058,-0.0013743261655115
conv.0:out:40,conv.0,40,0.0186410363245801,-0.0073010702601695,0.0117763307151148,0.0035542918073573
conv.0:out:41,conv.0,41,0.0240996609164858,-0.0023012853167664,0.0042691506034325,0.0001895622297257
conv.0:out:42,conv.0,42,0.0652378466261437,-0.0350293710136498,-0.0537080301813899,0.0032936437414844
conv.0:out:43,conv.0,43,0.0412764520908572,0.0142005763983258,0.025064709065726,0.0106391801433564
conv.0:out:44,conv.0,44,0.0898633295961705,0.0290718222556414,0.0517705995435562,0.0176529826432083
conv.0:out:45,conv.0,45,0.0043274189472074,-0.0099221326125301,-0.0023037060041408,-0.0027960428884544
conv.0:out:46,conv.0,46,0.0523002967875843,0.0138730605959683,0.0055782834683881,-0.00033173390202
conv.0:out:47,conv.0,47,0.0257865544926788,-0.0281131591053193,0.0123368222811643,0.0012321544932172
conv.0:out:48,conv.0,48,0.1239170127067673,0.0248382156895847,0.0353875845282402,0.0176055920857768
conv.0:out:49,conv.0,49,0.0291620386955828,0.0123291534355279,0.023644558131582,0.0104140749955571
conv.0:out:50,conv.0,50,0.0048157150460645,-0.0009335821214548,-0.001430100909656,-0.0018126888217522
conv.0:out:51,conv.0,51,0.0153842246601313,-0.0076699780116937,0.0107474682456116,0.0031396244298323
conv.0:out:52,conv.0,52,0.0120613386693466,-0.0005687690987676,0.006299535571284,0.0019785557727622
conv.0:out:53,conv.0,53,0.0123853900706388,-0.0172780530624003,-0.0142487348310181,-0.0068242402701261
conv.0:out:54,conv.0,54,0.0969859770646882,0.0507648275161455,0.0243417754586197,0.0114922101771222
conv.0:out:55,conv.0,55,0.0047940609436924,-0.0025509734171492,-0.0016643183118989,-0.0011492210177121
conv.0:out:56,conv.0,56,0.0855566211168626,0.0318599527258842,0.0653338193327898,0.0242402701261773
conv.0:out:57,conv.0,57,0.0218613439470436,0.0030058094689701,0.0107261772848966,0.0036727682009359
conv.0:out:58,conv.0,58,0.0512319259918726,0.0100189425286068,0.0302251994052229,0.0107695041762928
conv.0:out:59,conv.0,59,0.0122561397393652,-0.0257978940748666,-0.0351303718288443,-0.0168947337243054
conv.0:out:60,conv.0,60,0.0115253688039151,-0.0208060756050573,-0.0024774350490673,-0.0035424441679995
conv.0:out:61,conv.0,61,0.0157836261966277,-0.0012164187192855,0.0024556566312986,-0.0003435815413778
conv.0:out:62,conv.0,62,0.0032665488703806,-0.0034646559432197,-0.0001790830861418,-0.0006160772466086
conv.0:out:63,conv.0,63,0.0843525435553914,0.0102430382212395,0.0483828451980998,0.022925182157455
conv.3:out:0,conv.3,0,0.023963520225906,0.0009729374925914,0.0009516971679855,-0.0001066287542207
conv.3:out:1,conv.3,1,0.0027546590573138,-0.0009225489579794,0.0011610356107325,0.00033173390202
conv.3:out:2,conv.3,2,0.0166260086103937,-0.0128367811267077,-0.0071423251114527,-0.0053551329897517
conv.3:out:3,conv.3,3,0.0094794557624953,-0.0014125705349894,-0.0044682817649367,-0.0022273561992773
conv.3:out:4,conv.3,4,0.0116111584512234,-0.00040615576119,-0.003640573537371,-0.0024406137077187
conv.3:out:5,conv.3,5,0.0159077370312024,0.0003059547399617,0.0047243571074011,0.0009478111486286
conv.3:out:6,conv.3,6,0.0355945709667063,0.0163393945486289,0.0345275903520353,0.0140749955571352
conv.3:out:7,conv.3,7,0.0271688249157378,0.0048983473409791,0.0045807635989323,0.0015994313133108
conv.3:out:8,conv.3,8,0.0281478241146264,0.0021347661251327,0.0022305266014768,0.0001066287542207
conv.3:out:9,conv.3,9,0.0071931916799147,-0.0007446101736667,0.0015680172561941,0.0003080386233043
conv.3:out:10,conv.3,10,0.0366559307282882,-0.0036333779341884,-0.0220659597621881,-0.0034476630531366
conv.3:out:11,conv.3,11,0.0276487213890081,0.0139744399284085,0.0108735017658436,0.0064806587287483
conv.3:out:12,conv.3,12,0.0112772750059717,0.002389478163055,0.005276491443913,0.0025472424619394
conv.3:out:13,conv.3,13,0.0157797452836418,-0.0027775125197008,-0.0001713127732473,-0.0016586695101
conv.3:out:14,conv.3,14,0.0398796685630924,0.0048703709242517,-0.0135195909377935,-0.0060067531544339
conv.3:out:15,conv.3,15,0.0157304177308647,0.0060695218620011,0.0120897140833733,0.0060067531544339
conv.3:out:16,conv.3,16,0.0048189635452099,-0.0014817729818121,-0.0029341242737845,-0.0024406137077187
conv.3:out:17,conv.3,17,0.0137162037462675,0.0024978758065612,0.000539878889993,-4.739055743141485e-05
conv.3:out:18,conv.3,18,0.0090003637646003,-0.0070939197240673,-0.0095733000381721,-0.0043362360049759
conv.3:out:19,conv.3,19,0.026891724213396,0.0007716285873405,0.0174280343783465,0.0059119720395711
conv.3:out:20,conv.3,20,0.0035845372130762,-0.0003912682909403,3.741304931748069e-06,-0.0001421716722943
conv.3:out:21,conv.3,21,0.0186564004813846,-0.0024079951720263,-0.0076518322983477,-0.0054736093833303
conv.3:out:22,conv.3,22,0.0083928905032633,-0.0007140657025986,0.0042268060212463,0.0009359635092707
conv.3:out:23,conv.3,23,0.0286480741409613,0.0001817592936234,0.0061444905144707,0.0027131094129494
conv.3:out:24,conv.3,24,0.0030757445896228,-0.000146601638467,-0.0010196570824223,-0.0007819441976186
conv.3:out:25,conv.3,25,0.014042905642979,-0.0021229222270135,-0.0103928995655074,-0.0059119720395711
conv.3:out:26,conv.3,26,0.094705469259658,0.0183022785445793,0.0246113154939514,0.0035069012499259
conv.3:out:27,conv.3,27,0.0372561942155941,0.0033088049392769,0.006970229059102,0.0011966115751436
conv.3:out:28,conv.3,28,0.0192490627936808,-0.0028136934935308,-0.0120090845679916,-0.0070730406966411
conv.3:out:29,conv.3,29,0.0133259805850246,0.0004525280841832,0.00797748156434,0.0017889935430365
conv.3:out:30,conv.3,30,0.0060930008900514,-0.0173275129377202,-0.0294960895622514,-0.0113026479473964
conv.3:out:31,conv.3,31,0.0142748879643843,-0.0041765496387315,-0.0065486852998882,-0.0039926544635981
conv.3:out:32,conv.3,32,0.0077274135562178,0.0024906280356857,0.0015469013375136,0.0007227060008293
conv.3:out:33,conv.3,33,0.0209987024085954,0.0049507639778864,0.0102343140177199,0.0037320063977252
conv.3:out:34,conv.3,34,0.0146670120854519,-0.0095357195878961,-0.005271871946856,-0.0039334162668088
conv.3:out:35,conv.3,35,0.0297298025003545,0.0030374179418926,0.012536244677486,0.0045376458740595
conv.3:out:36,conv.3,36,0.039778458023503,0.0190752612971518,0.0253548926906961,0.0101534269296842
conv.3:out:37,conv.3,37,0.0071156095897836,-0.0011982687419652,-0.0005668070868694,-0.0007937918369764
conv.3:out:38,conv.3,38,0.0043651646333868,0.0006419820755594,0.0017122690270436,0.0006160772466086
conv.3:out:39,conv.3,39,0.0110590025297032,-0.0003694781287008,0.0028489039965654,0.0014335643623007
conv.3:out:40,conv.3,40,0.0022926165178965,-0.0028579447524552,-0.002259140170387,-0.0014335643623007
conv.3:out:41,conv.3,41,0.0031739474810199,-0.0039753049695315,-0.0055513761289408,-0.0029382145607487
conv.3:out:42,conv.3,42,0.003739915768003,0.0003284600408532,0.0037023533438368,0.001244002132575
conv.3:out:43,conv.3,43,0.0105812882672204,-0.0089777286030134,-0.0079374411029562,-0.007167821811504
conv.3:out:44,conv.3,44,0.0176057839701314,-0.0047707765197157,-0.0065727943277517,-0.0054262188258989
conv.3:out:45,conv.3,45,0.0107131482065061,0.0019457279216568,0.0042195530672092,0.0014809549197322
conv.3:out:46,conv.3,46,0.0188414131070584,-0.0033755460773195,2.1642613274197583e-05,0.0001421716722943
conv.3:out:47,conv.3,47,0.0129856040581313,-0.0155978341832255,-0.0241610146517686,-0.0097861501095906
conv.3:out:48,conv.3,48,0.0172234862887234,0.0047834956189772,0.0132360075954932,0.0055565428588353
conv.3:out:49,conv.3,49,0.0211759886100544,0.0031293105820783,-0.002248741975675,-0.0006753154433979
conv.3:out:50,conv.3,50,0.0333720641396166,0.0067547423189339,0.0006384458177545,0.000414667377525
conv.3:out:51,conv.3,51,0.0019233122934984,0.0005640770561306,0.000865163970976,0.00033173390202
conv.3:out:52,conv.3,52,0.0030408803841575,-0.0007602069519991,0.0022083753478464,0.0007937918369764
conv.3:out:53,conv.3,53,0.0071438132780454,-0.0032488345935718,-0.0054524256891546,-0.0033647295776316
conv.3:out:54,conv.3,54,0.0093504520297688,-0.0008490586491423,0.0039179088883124,0.0005331437711036
conv.3:out:55,conv.3,55,0.0177669313602262,-0.0329974235519027,-0.060312879016078,-0.019347195071382
conv.3:out:56,conv.3,56,0.0044797363126278,-0.0032281635945179,-0.0050168905921482,-0.003412120135063
conv.3:out:57,conv.3,57,0.0123134952268057,-0.0030711973338931,-0.0045645714418899,-0.0036135300041466
conv.3:out:58,conv.3,58,0.0056211608436825,0.0011825547003708,0.0033977592313937,0.0011492210177122
conv.3:out:59,conv.3,59,0.0135517294552478,0.005134605109929,0.0032801635246193,0.0018008411823944
conv.3:out:60,conv.3,60,0.0136711023595896,-0.0047386563609085,-0.0037441256280971,-0.0027841952490966
conv.3:out:61,conv.3,61,0.0293146505488935,-0.006948504803364,-0.003229975161558,-0.0011255257389964
conv.3:out:62,conv.3,62,0.015079711336763,0.0026170267994808,0.0054436919318449,0.002333984953498
conv.3:out:63,conv.3,63,0.0166409309629003,0.0042053952471429,0.0038157487638249,0.0017771459036787
conv.3:out:64,conv.3,64,0.036351185373103,-0.0002993743803066,0.0103236888451057,0.0032936437414844
conv.3:out:65,conv.3,65,0.0393049836005077,0.0014399314995509,-0.0158172249763297,-0.0074403175167347
conv.3:out:66,conv.3,66,0.0180207692497592,0.0023262000236489,0.0078668899186794,0.0033410342989159
conv.3:out:67,conv.3,67,0.010440982602868,-0.0007384662027427,-0.0060886656225823,-0.0019548604940465
conv.3:out:68,conv.3,68,0.0027732599120326,-0.0005866143664285,-0.0002178453720921,-0.0003672768200936
conv.3:out:69,conv.3,69,0.0314993188235751,-0.0004777677549291,-0.0037388821633392,-0.0034239677744209
conv.3:out:70,conv.3,70,0.0068408566204305,0.0010899596970028,0.0024699415075893,0.0007227060008293
conv.3:out:71,conv.3,71,0.0004245867129456,-0.0008108130377498,-0.0012418980422596,-0.0009004205911972
conv.3:out:72,conv.3,72,0.0082901155375835,0.0020475172538353,0.0059784996914383,0.0023932231502873
conv.3:out:73,conv.3,73,0.0160170004291355,-0.0276224786512173,-0.0483985988651043,-0.0189799182512884
conv.3:out:74,conv.3,74,0.0100593098207339,-4.233428079558621e-05,-0.0032936621250977,-0.0018363841004679
conv.3:out:75,conv.3,75,0.0137561073863417,0.0006991373547312,0.0056368256000499,0.0019667081334043
conv.3:out:76,conv.3,76,0.0169224086775811,0.002577111700723,-0.0014017166503963,-0.0006871630827557
conv.3:out:77,conv.3,77,0.0051536428838831,-0.0014210092406921,0.0003797838623849,2.3695278715707424e-05
conv.3:out:78,conv.3,78,0.0079144869774855,-0.0022508310928185,-0.0025173924802732,-0.0021088798056986
conv.3:out:79,conv.3,79,0.0171519670541304,-0.0001282053722094,0.0022964756078958,-8.293347550497598e-05
conv.3:out:80,conv.3,80,0.0385100211289863,0.0047040313065803,0.0120558550186654,0.0037675493157988
conv.3:out:81,conv.3,81,0.0150549102050265,0.0017145560312017,0.0014113407460478,0.0001303240329364
conv.3:out:82,conv.3,82,0.0103739704730339,-0.0001388254527931,0.0011774543891732,-1.1847639357853712e-05
conv.3:out:83,conv.3,83,0.0320239399144627,0.0004780177945709,-0.005089297638041,0.0014691072803744
conv.3:out:84,conv.3,84,0.0085907127784947,-0.0008739630340071,-0.0018490347804096,-0.001244002132575
conv.3:out:85,conv.3,85,0.0230363797050164,0.0006267961011713,-0.0052394525772663,-0.0028789763639594
conv.3:out:86,conv.3,86,0.0091467822159341,-0.004570378918056,-0.0125313090881312,-0.0063740299745275
conv.3:out:87,conv.3,87,0.0104078340312377,-0.001715820276756,-0.0017282954958286,-0.0013150879687222
conv.3:out:88,conv.3,88,0.0454162241269888,0.0036651040910297,0.0131902255458175,0.0037201587583673
conv.3:out:89,conv.3,89,0.0244531227894993,0.0067375409213618,0.0093892115148318,0.0046442746282803
conv.3:out:90,conv.3,90,0.0171275550332964,0.006347985144493,0.0122042665318343,0.0059238196789289
conv.3:out:91,conv.3,91,0.0055720567353739,0.0010195705764343,0.0009466139824735,4.739055743141485e-05
conv.3:out:92,conv.3,92,0.0485055673589384,0.0128628327471591,0.02092799811206,0.0072981458444404
conv.3:out:93,conv.3,93,0.0195615500696379,0.0042243314475166,0.0015878509822594,0.0004620579349564
conv.3:out:94,conv.3,94,0.0046964763895161,-0.0004708725272017,0.0011153195272405,7.108583614712227e-05
conv.3:out:95,conv.3,95,0.0240694401247655,0.0017086788581304,0.0056368553606661,0.0020733368876251
conv.3:out:96,conv.3,96,0.0524729457553396,0.0066181609645102,0.0131562493760067,0.0053432853503939
conv.3:out:97,conv.3,97,0.0047489199775398,-0.0022627935241671,-0.0007288422543604,-0.0008411823944079
conv.3:out:98,conv.3,98,0.0186161147387905,0.0023349034015392,0.0046467451667717,0.0018126888217522
conv.3:out:99,conv.3,99,0.0171802054621468,0.0012348055760643,0.0053757972237761,0.0013387832474379
conv.3:out:100,conv.3,100,0.0111243688708181,-0.0003279178460067,0.0016228587792679,-8.293347550497598e-05
conv.3:out:101,conv.3,101,0.0239190162310323,0.0065910346678308,0.008673539222892,0.0039215686274509
conv.3:out:102,conv.3,102,0.0174347453433947,0.0002261102035769,0.0066358537740247,0.0031040815117587
conv.3:out:103,conv.3,103,0.0189891155191591,0.0022443037544101,-0.0085403396874215,-0.0042651501688288
conv.3:out:104,conv.3,104,0.0146380186353889,0.0047990731962515,0.0047911521590828,0.0022984420354244
conv.3:out:105,conv.3,105,0.0093674592719171,0.0014715572952666,0.0017981848055635,0.0006042296072507
conv.3:out:106,conv.3,106,0.0041083306680345,-0.0007928778147361,-0.0001727730760882,-0.0009359635092707
conv.3:out:107,conv.3,107,0.0146701140179274,-0.0024635064946278,-0.002123432216366,-0.0019904034121201
conv.3:out:108,conv.3,108,0.0018220293608585,0.0009527784685082,0.0014041100785723,0.0006042296072507
conv.3:out:109,conv.3,109,0.0027887447395866,0.0002258554807297,0.0011907816294821,0.0001777145903678
conv.3:out:110,conv.3,110,0.0160760231699265,0.0022530982604596,0.0075896683097615,0.0034476630531367
conv.3:out:111,conv.3,111,0.005729815412368,0.001427397068717,0.0031504299670788,0.0005094484923878
conv.3:out:112,conv.3,112,0.0106463290294855,0.0021001012490579,0.0056283211677721,0.0027368046916652
conv.3:out:113,conv.3,113,0.0071720563247205,0.0023894890191132,0.0060666581889391,0.0025472424619394
conv.3:out:114,conv.3,114,0.003111734885235,0.0001283397358876,-0.0021216146784956,-0.0013269356080801
conv.3:out:115,conv.3,115,0.1061916619364723,0.0318558245705964,0.07093406326612,0.0267875125881168
conv.3:out:116,conv.3,116,0.0411702495404892,0.0095700721339267,0.0266064922854977,0.0111960191931757
conv.3:out:117,conv.3,117,0.0053505960453377,0.0001797940836695,0.0037640328010146,0.0015401931165215
conv.3:out:118,conv.3,118,0.0106558093208317,0.0019136574084885,0.0043137402938815,0.0017534506249629
conv.3:out:119,conv.3,119,0.0085590873236535,0.0004342983089767,0.0005024469369553,-9.47811148628852e-05
conv.3:out:120,conv.3,120,0.0082800384604914,-0.0036941985915632,-0.0064037949526489,-0.0029382145607487
conv.3:out:121,conv.3,121,0.0233199143575409,0.0037253827048978,0.0044433272018021,0.0020614892482672
conv.3:out:122,conv.3,122,0.0539542777531771,0.0249682526684195,0.0336372501486198,0.0128428410639179
conv.3:out:123,conv.3,123,0.0176211465363009,-0.000812047512804,0.0023079507122049,-0.0014809549197322
conv.3:out:124,conv.3,124,0.0016140555486241,-0.0004731386736189,0.0002336810285259,-3.5542918073561136e-05
conv.3:out:125,conv.3,125,0.0273993853919116,-0.0149771785990309,-0.0262467358037559,-0.0096084355192228
conv.3:out:126,conv.3,126,0.0090061503802211,0.0012084102318096,0.0020353677115411,0.0005331437711036
conv.3:out:127,conv.3,127,0.0226674804952844,0.0029748881629814,-0.002873441802398,-0.0005331437711036
conv.7:out:0,conv.7,0,0.0053080885841113,0.0011904925472178,0.0033633043249721,0.0011018304602807
conv.7:out:1,conv.7,1,0.0049227577926146,0.0011400981357565,-0.0020587972936139,-0.0009715064273443
conv.7:out:2,conv.7,2,0.014200102768966,0.0042801898658546,0.0027797958193861,0.001078135181565
conv.7:out:3,conv.7,3,0.0065994554460841,0.0015807015626801,0.0021510231286725,0.0005686866891772
conv.7:out:4,conv.7,4,0.0047282788106867,-0.0008623824975318,0.0024470016253329,0.0006990107221135
conv.7:out:5,conv.7,5,0.0180125413429082,0.0001918137765857,0.0046386336622252,0.0008530300337658
conv.7:out:6,conv.7,6,0.0099461320606217,1.6504698388764005e-05,0.0015984945888736,0.0004620579349564
conv.7:out:7,conv.7,7,0.0058389056888568,0.0004025790989207,0.0013924567262695,0.0003791244594514
conv.7:out:8,conv.7,8,0.0107372687008417,0.0038902433056959,0.004921635556132,0.0021799656418458
conv.7:out:9,conv.7,9,0.0066009459885047,0.0027460739027618,0.0024156122934266,0.0012913926900065
conv.7:out:10,conv.7,10,0.0145897276922825,0.0048632947256138,0.0046481695429458,0.0024050707896451
conv.7:out:11,conv.7,11,0.0110122829214114,0.0005067889997865,0.0032985367025939,0.0013032403293643
conv.7:out:12,conv.7,12,0.005086516999779,0.0018183701215265,0.0032176473007798,0.000746401279545
conv.7:out:13,conv.7,13,0.0057634999031663,0.0036230658420736,0.0046822621248101,0.0011729162964279
conv.7:out:14,conv.7,14,0.0075088865514084,-0.0005656399307051,0.0012193104871051,0.0003909720988092
conv.7:out:15,conv.7,15,0.0110016136435411,0.0009314164729831,0.0036496623059253,0.0012203068538593
conv.7:out:16,conv.7,16,0.0366492847570361,0.0073315662404041,0.0126952217558249,0.0043125407262603
conv.7:out:17,conv.7,17,0.0051766427532698,0.0011744998081811,0.002341323610228,0.0011373733783543
conv.7:out:18,conv.7,18,0.0179549954807202,0.0023046492866188,0.0092809656755542,0.0043125407262603
conv.7:out:19,conv.7,19,0.0023786464631529,-0.0002115172520782,0.001498318405635,0.0005449914104614
conv.7:out:20,conv.7,20,0.0033551933870483,-0.005082900657675,-0.0001489733815791,-0.0011492210177121
conv.7:out:21,conv.7,21,0.013700832358981,-0.0056128530034507,-0.0011249159410221,-0.0037201587583673
conv.7:out:22,conv.7,22,0.0078674090181073,0.0039450603106355,0.0018877051263973,0.0027960428884544
conv.7:out:23,conv.7,23,0.0029853596907101,2.154805782089708e-05,0.0008927399519719,0.0004028197381671
conv.7:out:24,conv.7,24,0.0081059365052816,0.0019013236877732,0.0011465021890483,0.000746401279545
conv.7:out:25,conv.7,25,0.0042160546850025,-0.0001434206865085,0.0032481232722622,0.0012913926900065
conv.7:out:26,conv.7,26,0.0030642489917164,0.0006430342222135,0.0019038065516947,0.0006753154433979
conv.7:out:27,conv.7,27,0.0044762133115035,0.0004331597254091,0.0025650534825899,0.0011492210177122
conv.7:out:28,conv.7,28,0.0105457063317694,0.001219607507958,0.0019875330298552,0.0006753154433979
conv.7:out:29,conv.7,29,0.010703343318032,-0.002215668657187,0.0009387414843861,-0.0005331437711036
conv.7:out:30,conv.7,30,0.0097298466907886,-0.001028531673548,0.0053238426493027,0.002251051477993
conv.7:out:31,conv.7,31,0.0046132102065419,0.0010359039119832,0.002848598066822,0.001575736034595
conv.7:out:32,conv.7,32,0.0114053412636542,0.0008053565392549,0.0015965234384979,0.0004857532136721
conv.7:out:33,conv.7,33,0.0076369241020337,0.0032250210968401,0.0085829815339611,0.0044547123985546
conv.7:out:34,conv.7,34,0.0051934501287001,-0.0017845796672055,0.0004893019043277,-0.0002961909839464
conv.7:out:35,conv.7,35,0.0117918723368366,0.000903761921969,0.003671528344009,0.001409869083585
conv.7:out:36,conv.7,36,0.010735177276378,0.0034844620434571,0.0047538265564258,0.0043480836443338
conv.7:out:37,conv.7,37,0.0023372848157225,0.001496592145099,0.0041237560294298,0.0017416029856051
conv.7:out:38,conv.7,38,0.0078481109661478,-0.0023250578485195,-0.0023919280379267,-0.0018363841004679
conv.7:out:39,conv.7,39,0.0114405064960952,0.0085643922475383,0.0103778075422081,0.0055683904981932
conv.7:out:40,conv.7,40,0.0082428099723682,-0.0097161042612899,-0.0074964060055251,-0.0054380664652568
conv.7:out:41,conv.7,41,0.0024069897528436,-0.0015636719023296,7.693144512310734e-05,-0.0005212961317457
conv.7:out:42,conv.7,42,0.004215007410511,0.0040227295304925,0.009637778278389,0.0046798175463538
conv.7:out:43,conv.7,43,0.0108523072217069,-0.0029095263391645,7.77983131170501e-05,-0.0015283454771636
conv.7:out:44,conv.7,44,0.0118187070026194,0.0005546929362894,0.0048467860245214,0.0015520407558793
conv.7:out:45,conv.7,45,0.0271825155175955,0.0034809765893612,0.0128202990502777,0.0055328475801196
conv.7:out:46,conv.7,46,0.0154677438947095,-0.0040563534499379,0.0023968935997801,0.0001421716722943
conv.7:out:47,conv.7,47,0.0158663550120111,0.0004418862639943,0.0055651396065559,0.0013743261655115
conv.7:out:48,conv.7,48,0.005165948471309,0.0003833791603526,0.0026975525851323,0.0014572596410165
conv.7:out:49,conv.7,49,0.0021955137977107,0.0002958829815132,0.0015066008151091,0.0003198862626621
conv.7:out:50,conv.7,50,0.0113049530293206,-0.0072998678260209,-0.011452578524111,-0.0035187488892838
conv.7:out:51,conv.7,51,0.0028768741111463,0.0003698214323558,0.0008215058104565,0.0007345536401871
conv.7:out:52,conv.7,52,0.0047342323262601,-0.0002271680266247,-0.0002233766840481,-0.00033173390202
conv.7:out:53,conv.7,53,0.0001793003218929,-9.291874883982087e-05,-8.757658614122477e-05,-7.108583614712227e-05
conv.7:out:54,conv.7,54,0.003548000441227,-0.0004832137663254,0.0015789014716931,0.0001184763935785
conv.7:out:55,conv.7,55,0.004245336993888,0.0004204473310452,-0.0017362369043288,3.5542918073561136e-05
conv.7:out:56,conv.7,56,0.0136536582392588,0.0002788100158681,0.0037733307235668,0.0013387832474379
conv.7:out:57,conv.7,57,0.0161270942185879,-0.0207254936291447,-0.0097473365500609,-0.0066583733191161
conv.7:out:58,conv.7,58,0.0133145028396646,-0.0016125611643204,-0.0008812631941447,-0.0012795450506486
conv.7:out:59,conv.7,59,0.008032480723689,-0.0110903030879418,-0.0022293890669049,-0.0133878324743794
conv.7:out:60,conv.7,60,0.0166217881045798,-0.0008687999886651,0.0059328447223125,0.0015638883952372
conv.7:out:61,conv.7,61,0.0094325195303612,0.0015514936818266,0.0024245096202416,0.0011847639357858
conv.7:out:62,conv.7,62,0.0023547531681568,0.0002797787045856,0.0014067154641631,0.0005212961317457
conv.7:out:63,conv.7,63,0.0154955564786068,0.0002655358669825,-0.0022871726530835,-0.0010307446241336
conv.7:out:64,conv.7,64,0.0030933547172095,-0.0004922718767182,0.0018542210347319,0.0006753154433979
conv.7:out:65,conv.7,65,0.0028448431503193,0.0010159233705487,0.0009515946945017,0.0002369527871571
conv.7:out:66,conv.7,66,0.0073318368517498,0.0002159279292528,0.001172585215782,0.0003672768200936
conv.7:out:67,conv.7,67,0.0050455346300504,0.0008596800482278,0.0004370339506936,0.0002961909839464
conv.7:out:68,conv.7,68,0.0140400697335536,0.0014796188013719,-0.0002353883649791,-0.0007937918369764
conv.7:out:69,conv.7,69,0.0268547385970154,-0.001019590852025,0.0021741128827456,0.0009359635092707
