set_id,architecture,budget,set_seed,module_path,channel_index,group_id
shallow_b25_s22277,shallow,0.25,22277,conv.3,114,conv.3:out:114
shallow_b25_s22277,shallow,0.25,22277,conv.0,46,conv.0:out:46
shallow_b25_s22277,shallow,0.25,22277,conv.3,25,conv.3:out:25
shallow_b25_s22277,shallow,0.25,22277,conv.0,4,conv.0:out:4
shallow_b25_s22277,shallow,0.25,22277,conv.3,116,conv.3:out:116
shallow_b25_s22277,shallow,0.25,22277,conv.0,49,conv.0:out:49
shallow_b25_s22277,shallow,0.25,22277,conv.0,25,conv.0:out:25
shallow_b25_s22277,shallow,0.25,22277,conv.3,21,conv.3:out:21
shallow_b25_s22278,shallow,0.25,22278,conv.3,52,conv.3:out:52
shallow_b25_s22278,shallow,0.25,22278,conv.0,14,conv.0:out:14
shallow_b25_s22278,shallow,0.25,22278,conv.3,40,conv.3:out:40
shallow_b25_s22278,shallow,0.25,22278,conv.3,117,conv.3:out:117
shallow_b25_s22278,shallow,0.25,22278,conv.3,16,conv.3:out:16
shallow_b25_s22278,shallow,0.25,22278,conv.3,2,conv.3:out:2
shallow_b25_s22278,shallow,0.25,22278,conv.3,29,conv.3:out:29
shallow_b25_s22278,shallow,0.25,22278,conv.3,109,conv.3:out:109
shallow_b25_s22278,shallow,0.25,22278,conv.3,30,conv.3:out:30
shallow_b25_s22278,shallow,0.25,22278,conv.3,125,conv.3:out:125
shallow_b25_s22278,shallow,0.25,22278,conv.3,43,conv.3:out:43
shallow_b25_s22278,shallow,0.25,22278,conv.0,41,conv.0:out:41
shallow_b25_s22278,shallow,0.25,22278,conv.3,31,conv.3:out:31
shallow_b25_s22278,shallow,0.25,22278,conv.0,13,conv.0:out:13
shallow_b25_s22278,shallow,0.25,22278,conv.3,74,conv.3:out:74
shallow_b25_s22278,shallow,0.25,22278,conv.0,25,conv.0:out:25
shallow_b25_s22278,shallow,0.25,22278,conv.3,111,conv.3:out:111
shallow_b25_s22278,shallow,0.25,22278,conv.3,92,conv.3:out:92
shallow_b25_s22278,shallow,0.25,22278,conv.0,12,conv.0:out:12
shallow_b25_s22278,shallow,0.25,22278,conv.3,45,conv.3:out:45
shallow_b25_s22278,shallow,0.25,22278,conv.3,63,conv.3:out:63
shallow_b25_s22278,shallow,0.25,22278,conv.3,41,conv.3:out:41
shallow_b25_s22278,shallow,0.25,22278,conv.3,3,conv.3:out:3
shallow_b25_s22278,shallow,0.25,22278,conv.3,94,conv.3:out:94
shallow_b25_s22278,shallow,0.25,22278,conv.3,69,conv.3:out:69
shallow_b25_s22278,shallow,0.25,22278,conv.0,46,conv.0:out:46
shallow_b25_s22278,shallow,0.25,22278,conv.0,17,conv.0:out:17
shallow_b25_s22279,shallow,0.25,22279,conv.3,63,conv.3:out:63
shallow_b25_s22279,shallow,0.25,22279,conv.0,38,conv.0:out:38
shallow_b25_s22279,shallow,0.25,22279,conv.3,68,conv.3:out:68
shallow_b25_s22279,shallow,0.25,22279,conv.0,19,conv.0:out:19
shallow_b25_s22279,shallow,0.25,22279,conv.0,57,conv.0:out:57
shallow_b25_s22279,shallow,0.25,22279,conv.3,21,conv.3:out:21
shallow_b25_s22279,shallow,0.25,22279,conv.3,121,conv.3:out:121
shallow_b25_s22279,shallow,0.25,22279,conv.3,101,conv.3:out:101
shallow_b25_s22279,shallow,0.25,22279,conv.0,6,conv.0:out:6
shallow_b25_s22279,shallow,0.25,22279,conv.3,37,conv.3:out:37
shallow_b25_s22279,shallow,0.25,22279,conv.3,71,conv.3:out:71
shallow_b25_s22279,shallow,0.25,22279,conv.3,117,conv.3:out:117
shallow_b25_s22279,shallow,0.25,22279,conv.3,28,conv.3:out:28
shallow_b25_s22279,shallow,0.25,22279,conv.0,25,conv.0:out:25
shallow_b25_s22279,shallow,0.25,22279,conv.3,69,conv.3:out:69
shallow_b25_s22279,shallow,0.25,22279,conv.3,41,conv.3:out:41
shallow_b25_s22279,shallow,0.25,22279,conv.3,103,conv.3:out:103
shallow_b25_s22279,shallow,0.25,22279,conv.3,60,conv.3:out:60
shallow_b25_s22279,shallow,0.25,22279,conv.3,48,conv.3:out:48
shallow_b25_s22279,shallow,0.25,22279,conv.3,125,conv.3:out:125
shallow_b25_s22279,shallow,0.25,22279,conv.0,36,conv.0:out:36
shallow_b25_s22279,shallow,0.25,22279,conv.3,23,conv.3:out:23
shallow_b25_s22279,shallow,0.25,22279,conv.3,97,conv.3:out:97
shallow_b25_s22279,shallow,0.25,22279,conv.3,91,conv.3:out:91
shallow_b25_s22279,shallow,0.25,22279,conv.3,72,conv.3:out:72
shallow_b25_s22279,shallow,0.25,22279,conv.3,112,conv.3:out:112
shallow_b25_s22279,shallow,0.25,22279,conv.3,88,conv.3:out:88
shallow_b25_s22279,shallow,0.25,22279,conv.0,31,conv.0:out:31
shallow_b25_s22280,shallow,0.25,22280,conv.0,54,conv.0:out:54
shallow_b25_s22280,shallow,0.25,22280,conv.3,27,conv.3:out:27
shallow_b25_s22280,shallow,0.25,22280,conv.0,18,conv.0:out:18
shallow_b25_s22280,shallow,0.25,22280,conv.3,49,conv.3:out:49
shallow_b25_s22280,shallow,0.25,22280,conv.3,32,conv.3:out:32
shallow_b25_s22280,shallow,0.25,22280,conv.0,45,conv.0:out:45
shallow_b25_s22280,shallow,0.25,22280,conv.3,14,conv.3:out:14
shallow_b25_s22280,shallow,0.25,22280,conv.0,27,conv.0:out:27
shallow_b25_s22280,shallow,0.25,22280,conv.3,72,conv.3:out:72
shallow_b25_s22280,shallow,0.25,22280,conv.3,76,conv.3:out:76
shallow_b25_s22280,shallow,0.25,22280,conv.0,56,conv.0:out:56
shallow_b25_s22280,shallow,0.25,22280,conv.3,17,conv.3:out:17
shallow_b25_s22280,shallow,0.25,22280,conv.3,114,conv.3:out:114
shallow_b25_s22280,shallow,0.25,22280,conv.0,37,conv.0:out:37
shallow_b25_s22280,shallow,0.25,22280,conv.3,63,conv.3:out:63
shallow_b25_s22280,shallow,0.25,22280,conv.3,77,conv.3:out:77
shallow_b25_s22280,shallow,0.25,22280,conv.3,11,conv.3:out:11
shallow_b25_s22280,shallow,0.25,22280,conv.3,37,conv.3:out:37
shallow_b25_s22280,shallow,0.25,22280,conv.3,106,conv.3:out:106
shallow_b25_s22280,shallow,0.25,22280,conv.3,91,conv.3:out:91
shallow_b25_s22280,shallow,0.25,22280,conv.3,75,conv.3:out:75
shallow_b25_s22280,shallow,0.25,22280,conv.0,23,conv.0:out:23
shallow_b25_s22280,shallow,0.25,22280,conv.3,43,conv.3:out:43
shallow_b25_s22280,shallow,0.25,22280,conv.0,10,conv.0:out:10
shallow_b25_s22280,shallow,0.25,22280,conv.0,14,conv.0:out:14
shallow_b25_s22281,shallow,0.25,22281,conv.3,42,conv.3:out:42
shallow_b25_s22281,shallow,0.25,22281,conv.0,7,conv.0:out:7
shallow_b25_s22281,shallow,0.25,22281,conv.3,34,conv.3:out:34
shallow_b25_s22281,shallow,0.25,22281,conv.3,109,conv.3:out:109
shallow_b25_s22281,shallow,0.25,22281,conv.3,9,conv.3:out:9
shallow_b25_s22281,shallow,0.25,22281,conv.0,35,conv.0:out:35
shallow_b25_s22281,shallow,0.25,22281,conv.3,114,conv.3:out:114
shallow_b25_s22281,shallow,0.25,22281,conv.0,52,conv.0:out:52
shallow_b25_s22281,shallow,0.25,22281,conv.0,54,conv.0:out:54
shallow_b25_s22281,shallow,0.25,22281,conv.3,35,conv.3:out:35
shallow_b25_s22281,shallow,0.25,22281,conv.3,24,conv.3:out:24
shallow_b25_s22281,shallow,0.25,22281,conv.3,74,conv.3:out:74
shallow_b25_s22281,shallow,0.25,22281,conv.3,18,conv.3:out:18
shallow_b25_s22281,shallow,0.25,22281,conv.0,45,conv.0:out:45
shallow_b25_s22281,shallow,0.25,22281,conv.0,10,conv.0:out:10
shallow_b25_s22281,shallow,0.25,22281,conv.0,48,conv.0:out:48
shallow_b25_s22281,shallow,0.25,22281,conv.0,61,conv.0:out:61
shallow_b25_s22281,shallow,0.25,22281,conv.3,88,conv.3:out:88
shallow_b25_s22281,shallow,0.25,22281,conv.3,81,conv.3:out:81
shallow_b25_s22281,shallow,0.25,22281,conv.3,104,conv.3:out:104
shallow_b25_s22281,shallow,0.25,22281,conv.3,21,conv.3:out:21
shallow_b25_s22281,shallow,0.25,22281,conv.0,8,conv.0:out:8
shallow_b25_s22281,shallow,0.25,22281,conv.0,4,conv.0:out:4
shallow_b25_s22281,shallow,0.25,22281,conv.3,120,conv.3:out:120
shallow_b25_s22282,shallow,0.25,22282,conv.0,13,conv.0:out:13
shallow_b25_s22282,shallow,0.25,22282,conv.0,59,conv.0:out:59
shallow_b25_s22282,shallow,0.25,22282,conv.3,96,conv.3:out:96
shallow_b25_s22282,shallow,0.25,22282,conv.0,2,conv.0:out:2
shallow_b25_s22282,shallow,0.25,22282,conv.3,4,conv.3:out:4
shallow_b25_s22282,shallow,0.25,22282,conv.3,125,conv.3:out:125
shallow_b25_s22282,shallow,0.25,22282,conv.3,65,conv.3:out:65
shallow_b25_s22282,shallow,0.25,22282,conv.3,102,conv.3:out:102
shallow_b25_s22282,shallow,0.25,22282,conv.0,23,conv.0:out:23
shallow_b25_s22282,shallow,0.25,22282,conv.3,93,conv.3:out:93
shallow_b25_s22282,shallow,0.25,22282,conv.3,118,conv.3:out:118
shallow_b25_s22282,shallow,0.25,22282,conv.0,57,conv.0:out:57
shallow_b25_s22282,shallow,0.25,22282,conv.3,76,conv.3:out:76
shallow_b25_s22282,shallow,0.25,22282,conv.3,37,conv.3:out:37
shallow_b25_s22282,shallow,0.25,22282,conv.3,84,conv.3:out:84
shallow_b25_s22282,shallow,0.25,22282,conv.3,104,conv.3:out:104
shallow_b25_s22282,shallow,0.25,22282,conv.3,47,conv.3:out:47
shallow_b25_s22282,shallow,0.25,22282,conv.0,15,conv.0:out:15
shallow_b25_s22282,shallow,0.25,22282,conv.3,46,conv.3:out:46
shallow_b25_s22282,shallow,0.25,22282,conv.3,52,conv.3:out:52
shallow_b25_s22282,shallow,0.25,22282,conv.0,46,conv.0:out:46
shallow_b25_s22282,shallow,0.25,22282,conv.3,97,conv.3:out:97
shallow_b25_s22282,shallow,0.25,22282,conv.3,5,conv.3:out:5
shallow_b25_s22282,shallow,0.25,22282,conv.0,1,conv.0:out:1
shallow_b25_s22282,shallow,0.25,22282,conv.3,1,conv.3:out:1
shallow_b25_s22282,shallow,0.25,22282,conv.0,16,conv.0:out:16
shallow_b25_s22283,shallow,0.25,22283,conv.0,58,conv.0:out:58
shallow_b25_s22283,shallow,0.25,22283,conv.3,89,conv.3:out:89
shallow_b25_s22283,shallow,0.25,22283,conv.0,10,conv.0:out:10
shallow_b25_s22283,shallow,0.25,22283,conv.0,44,conv.0:out:44
shallow_b25_s22283,shallow,0.25,22283,conv.3,109,conv.3:out:109
shallow_b25_s22283,shallow,0.25,22283,conv.0,54,conv.0:out:54
shallow_b25_s22283,shallow,0.25,22283,conv.3,95,conv.3:out:95
shallow_b25_s22283,shallow,0.25,22283,conv.3,42,conv.3:out:42
shallow_b25_s22283,shallow,0.25,22283,conv.3,15,conv.3:out:15
shallow_b25_s22283,shallow,0.25,22283,conv.3,124,conv.3:out:124
shallow_b25_s22283,shallow,0.25,22283,conv.3,119,conv.3:out:119
shallow_b25_s22283,shallow,0.25,22283,conv.0,30,conv.0:out:30
shallow_b25_s22283,shallow,0.25,22283,conv.3,48,conv.3:out:48
shallow_b25_s22283,shallow,0.25,22283,conv.0,12,conv.0:out:12
shallow_b25_s22283,shallow,0.25,22283,conv.3,98,conv.3:out:98
shallow_b25_s22283,shallow,0.25,22283,conv.0,48,conv.0:out:48
shallow_b25_s22283,shallow,0.25,22283,conv.3,57,conv.3:out:57
shallow_b25_s22283,shallow,0.25,22283,conv.3,108,conv.3:out:108
shallow_b25_s22283,shallow,0.25,22283,conv.0,36,conv.0:out:36
shallow_b25_s22283,shallow,0.25,22283,conv.3,112,conv.3:out:112
shallow_b25_s22283,shallow,0.25,22283,conv.0,52,conv.0:out:52
shallow_b25_s22283,shallow,0.25,22283,conv.3,91,conv.3:out:91
shallow_b25_s22283,shallow,0.25,22283,conv.3,59,conv.3:out:59
shallow_b25_s22283,shallow,0.25,22283,conv.3,44,conv.3:out:44
shallow_b25_s22283,shallow,0.25,22283,conv.3,102,conv.3:out:102
shallow_b25_s22284,shallow,0.25,22284,conv.0,62,conv.0:out:62
shallow_b25_s22284,shallow,0.25,22284,conv.0,24,conv.0:out:24
shallow_b25_s22284,shallow,0.25,22284,conv.3,16,conv.3:out:16
shallow_b25_s22284,shallow,0.25,22284,conv.3,32,conv.3:out:32
shallow_b25_s22284,shallow,0.25,22284,conv.3,59,conv.3:out:59
shallow_b25_s22284,shallow,0.25,22284,conv.3,65,conv.3:out:65
shallow_b25_s22284,shallow,0.25,22284,conv.3,114,conv.3:out:114
shallow_b25_s22284,shallow,0.25,22284,conv.3,101,conv.3:out:101
shallow_b25_s22284,shallow,0.25,22284,conv.3,0,conv.3:out:0
shallow_b25_s22284,shallow,0.25,22284,conv.3,67,conv.3:out:67
shallow_b25_s22284,shallow,0.25,22284,conv.0,11,conv.0:out:11
shallow_b25_s22284,shallow,0.25,22284,conv.3,26,conv.3:out:26
shallow_b25_s22284,shallow,0.25,22284,conv.0,50,conv.0:out:50
shallow_b25_s22284,shallow,0.25,22284,conv.3,4,conv.3:out:4
shallow_b25_s22284,shallow,0.25,22284,conv.3,119,conv.3:out:119
shallow_b25_s22284,shallow,0.25,22284,conv.3,102,conv.3:out:102
shallow_b25_s22284,shallow,0.25,22284,conv.0,25,conv.0:out:25
shallow_b25_s22284,shallow,0.25,22284,conv.0,21,conv.0:out:21
shallow_b25_s22284,shallow,0.25,22284,conv.3,123,conv.3:out:123
shallow_b25_s22284,shallow,0.25,22284,conv.3,25,conv.3:out:25
shallow_b25_s22284,shallow,0.25,22284,conv.0,31,conv.0:out:31
shallow_b25_s22284,shallow,0.25,22284,conv.0,15,conv.0:out:15
shallow_b25_s22284,shallow,0.25,22284,conv.0,48,conv.0:out:48
shallow_b25_s22284,shallow,0.25,22284,conv.3,2,conv.3:out:2
shallow_b25_s22284,shallow,0.25,22284,conv.3,97,conv.3:out:97
shallow_b25_s22285,shallow,0.25,22285,conv.3,52,conv.3:out:52
shallow_b25_s22285,shallow,0.25,22285,conv.0,34,conv.0:out:34
shallow_b25_s22285,shallow,0.25,22285,conv.3,105,conv.3:out:105
shallow_b25_s22285,shallow,0.25,22285,conv.0,39,conv.0:out:39
shallow_b25_s22285,shallow,0.25,22285,conv.3,89,conv.3:out:89
shallow_b25_s22285,shallow,0.25,22285,conv.3,91,conv.3:out:91
shallow_b25_s22285,shallow,0.25,22285,conv.0,29,conv.0:out:29
shallow_b25_s22285,shallow,0.25,22285,conv.3,10,conv.3:out:10
shallow_b25_s22285,shallow,0.25,22285,conv.3,69,conv.3:out:69
shallow_b25_s22285,shallow,0.25,22285,conv.3,64,conv.3:out:64
shallow_b25_s22285,shallow,0.25,22285,conv.3,95,conv.3:out:95
shallow_b25_s22285,shallow,0.25,22285,conv.3,102,conv.3:out:102
shallow_b25_s22285,shallow,0.25,22285,conv.3,46,conv.3:out:46
shallow_b25_s22285,shallow,0.25,22285,conv.3,43,conv.3:out:43
shallow_b25_s22285,shallow,0.25,22285,conv.3,84,conv.3:out:84
shallow_b25_s22285,shallow,0.25,22285,conv.0,51,conv.0:out:51
shallow_b25_s22285,shallow,0.25,22285,conv.0,10,conv.0:out:10
shallow_b25_s22285,shallow,0.25,22285,conv.0,49,conv.0:out:49
shallow_b25_s22285,shallow,0.25,22285,conv.0,15,conv.0:out:15
shallow_b25_s22285,shallow,0.25,22285,conv.3,27,conv.3:out:27
shallow_b25_s22285,shallow,0.25,22285,conv.3,98,conv.3:out:98
shallow_b25_s22285,shallow,0.25,22285,conv.3,73,conv.3:out:73
shallow_b25_s22285,shallow,0.25,22285,conv.3,2,conv.3:out:2
shallow_b25_s22285,shallow,0.25,22285,conv.0,25,conv.0:out:25
shallow_b25_s22285,shallow,0.25,22285,conv.0,55,conv.0:out:55
shallow_b25_s22286,shallow,0.25,22286,conv.3,81,conv.3:out:81
shallow_b25_s22286,shallow,0.25,22286,conv.0,43,conv.0:out:43
shallow_b25_s22286,shallow,0.25,22286,conv.3,43,conv.3:out:43
shallow_b25_s22286,shallow,0.25,22286,conv.0,53,conv.0:out:53
shallow_b25_s22286,shallow,0.25,22286,conv.3,29,conv.3:out:29
shallow_b25_s22286,shallow,0.25,22286,conv.3,120,conv.3:out:120
shallow_b25_s22286,shallow,0.25,22286,conv.0,16,conv.0:out:16
shallow_b25_s22286,shallow,0.25,22286,conv.0,36,conv.0:out:36
shallow_b25_s22286,shallow,0.25,22286,conv.0,22,conv.0:out:22
shallow_b25_s22286,shallow,0.25,22286,conv.3,9,conv.3:out:9
shallow_b25_s22286,shallow,0.25,22286,conv.3,85,conv.3:out:85
shallow_b25_s22286,shallow,0.25,22286,conv.3,112,conv.3:out:112
shallow_b25_s22286,shallow,0.25,22286,conv.0,50,conv.0:out:50
shallow_b25_s22286,shallow,0.25,22286,conv.3,16,conv.3:out:16
shallow_b25_s22286,shallow,0.25,22286,conv.0,60,conv.0:out:60
shallow_b25_s22286,shallow,0.25,22286,conv.3,66,conv.3:out:66
shallow_b25_s22286,shallow,0.25,22286,conv.3,37,conv.3:out:37
shallow_b25_s22286,shallow,0.25,22286,conv.3,6,conv.3:out:6
shallow_b25_s22286,shallow,0.25,22286,conv.0,37,conv.0:out:37
shallow_b25_s22286,shallow,0.25,22286,conv.3,96,conv.3:out:96
shallow_b25_s22286,shallow,0.25,22286,conv.0,10,conv.0:out:10
shallow_b25_s22286,shallow,0.25,22286,conv.3,110,conv.3:out:110
shallow_b25_s22286,shallow,0.25,22286,conv.0,23,conv.0:out:23
shallow_b25_s22286,shallow,0.25,22286,conv.3,48,conv.3:out:48
shallow_b25_s22287,shallow,0.25,22287,conv.3,67,conv.3:out:67
shallow_b25_s22287,shallow,0.25,22287,conv.0,59,conv.0:out:59
shallow_b25_s22287,shallow,0.25,22287,conv.0,33,conv.0:out:33
shallow_b25_s22287,shallow,0.25,22287,conv.3,38,conv.3:out:38
shallow_b25_s22287,shallow,0.25,22287,conv.3,70,conv.3:out:70
shallow_b25_s22287,shallow,0.25,22287,conv.0,63,conv.0:out:63
shallow_b25_s22287,shallow,0.25,22287,conv.3,10,conv.3:out:10
shallow_b25_s22287,shallow,0.25,22287,conv.3,77,conv.3:out:77
shallow_b25_s22287,shallow,0.25,22287,conv.3,89,conv.3:out:89
shallow_b25_s22287,shallow,0.25,22287,conv.3,62,conv.3:out:62
shallow_b25_s22287,shallow,0.25,22287,conv.3,12,conv.3:out:12
shallow_b25_s22287,shallow,0.25,22287,conv.3,127,conv.3:out:127
shallow_b25_s22287,shallow,0.25,22287,conv.3,83,conv.3:out:83
shallow_b25_s22287,shallow,0.25,22287,conv.0,47,conv.0:out:47
shallow_b25_s22287,shallow,0.25,22287,conv.0,50,conv.0:out:50
shallow_b25_s22287,shallow,0.25,22287,conv.3,3,conv.3:out:3
shallow_b25_s22287,shallow,0.25,22287,conv.3,6,conv.3:out:6
shallow_b25_s22287,shallow,0.25,22287,conv.3,98,conv.3:out:98
shallow_b25_s22287,shallow,0.25,22287,conv.3,57,conv.3:out:57
shallow_b25_s22287,shallow,0.25,22287,conv.3,101,conv.3:out:101
shallow_b25_s22287,shallow,0.25,22287,conv.3,51,conv.3:out:51
shallow_b25_s22287,shallow,0.25,22287,conv.3,39,conv.3:out:39
shallow_b25_s22287,shallow,0.25,22287,conv.0,60,conv.0:out:60
shallow_b25_s22287,shallow,0.25,22287,conv.3,76,conv.3:out:76
shallow_b25_s22287,shallow,0.25,22287,conv.3,9,conv.3:out:9
shallow_b25_s22287,shallow,0.25,22287,conv.3,92,conv.3:out:92
shallow_b25_s22287,shallow,0.25,22287,conv.3,7,conv.3:out:7
shallow_b25_s22287,shallow,0.25,22287,conv.3,44,conv.3:out:44
shallow_b25_s22288,shallow,0.25,22288,conv.3,78,conv.3:out:78
shallow_b25_s22288,shallow,0.25,22288,conv.0,5,conv.0:out:5
shallow_b25_s22288,shallow,0.25,22288,conv.0,52,conv.0:out:52
shallow_b25_s22288,shallow,0.25,22288,conv.0,6,conv.0:out:6
shallow_b25_s22288,shallow,0.25,22288,conv.0,53,conv.0:out:53
shallow_b25_s22288,shallow,0.25,22288,conv.3,5,conv.3:out:5
shallow_b25_s22288,shallow,0.25,22288,conv.3,18,conv.3:out:18
shallow_b25_s22288,shallow,0.25,22288,conv.3,41,conv.3:out:41
shallow_b25_s22288,shallow,0.25,22288,conv.3,50,conv.3:out:50
shallow_b25_s22288,shallow,0.25,22288,conv.0,38,conv.0:out:38
shallow_b25_s22288,shallow,0.25,22288,conv.3,121,conv.3:out:121
shallow_b25_s22288,shallow,0.25,22288,conv.3,30,conv.3:out:30
shallow_b25_s22288,shallow,0.25,22288,conv.0,12,conv.0:out:12
shallow_b25_s22288,shallow,0.25,22288,conv.3,3,conv.3:out:3
shallow_b25_s22288,shallow,0.25,22288,conv.3,123,conv.3:out:123
shallow_b25_s22288,shallow,0.25,22288,conv.0,17,conv.0:out:17
shallow_b25_s22288,shallow,0.25,22288,conv.3,66,conv.3:out:66
shallow_b25_s22288,shallow,0.25,22288,conv.0,54,conv.0:out:54
shallow_b25_s22288,shallow,0.25,22288,conv.3,81,conv.3:out:81
shallow_b25_s22288,shallow,0.25,22288,conv.3,56,conv.3:out:56
shallow_b25_s22288,shallow,0.25,22288,conv.3,53,conv.3:out:53
shallow_b25_s22288,shallow,0.25,22288,conv.3,118,conv.3:out:118
shallow_b25_s22288,shallow,0.25,22288,conv.0,0,conv.0:out:0
shallow_b25_s22288,shallow,0.25,22288,conv.0,35,conv.0:out:35
shallow_b25_s22289,shallow,0.25,22289,conv.3,30,conv.3:out:30
shallow_b25_s22289,shallow,0.25,22289,conv.3,106,conv.3:out:106
shallow_b25_s22289,shallow,0.25,22289,conv.0,14,conv.0:out:14
shallow_b25_s22289,shallow,0.25,22289,conv.0,34,conv.0:out:34
shallow_b25_s22289,shallow,0.25,22289,conv.3,117,conv.3:out:117
shallow_b25_s22289,shallow,0.25,22289,conv.3,73,conv.3:out:73
shallow_b25_s22289,shallow,0.25,22289,conv.0,54,conv.0:out:54
shallow_b25_s22289,shallow,0.25,22289,conv.3,104,conv.3:out:104
shallow_b25_s22289,shallow,0.25,22289,conv.0,56,conv.0:out:56
shallow_b25_s22289,shallow,0.25,22289,conv.3,27,conv.3:out:27
shallow_b25_s22289,shallow,0.25,22289,conv.0,37,conv.0:out:37
shallow_b25_s22289,shallow,0.25,22289,conv.3,44,conv.3:out:44
shallow_b25_s22289,shallow,0.25,22289,conv.0,23,conv.0:out:23
shallow_b25_s22289,shallow,0.25,22289,conv.3,66,conv.3:out:66
shallow_b25_s22289,shallow,0.25,22289,conv.3,18,conv.3:out:18
shallow_b25_s22289,shallow,0.25,22289,conv.3,77,conv.3:out:77
shallow_b25_s22289,shallow,0.25,22289,conv.0,19,conv.0:out:19
shallow_b25_s22289,shallow,0.25,22289,conv.0,15,conv.0:out:15
shallow_b25_s22289,shallow,0.25,22289,conv.3,89,conv.3:out:89
shallow_b25_s22289,shallow,0.25,22289,conv.3,91,conv.3:out:91
shallow_b25_s22289,shallow,0.25,22289,conv.0,2,conv.0:out:2
shallow_b25_s22289,shallow,0.25,22289,conv.0,13,conv.0:out:13
shallow_b25_s22289,shallow,0.25,22289,conv.3,94,conv.3:out:94
shallow_b25_s22289,shallow,0.25,22289,conv.0,38,conv.0:out:38
shallow_b25_s22290,shallow,0.25,22290,conv.3,1,conv.3:out:1
shallow_b25_s22290,shallow,0.25,22290,conv.3,72,conv.3:out:72
shallow_b25_s22290,shallow,0.25,22290,conv.0,17,conv.0:out:17
shallow_b25_s22290,shallow,0.25,22290,conv.0,33,conv.0:out:33
shallow_b25_s22290,shallow,0.25,22290,conv.0,58,conv.0:out:58
shallow_b25_s22290,shallow,0.25,22290,conv.0,31,conv.0:out:31
shallow_b25_s22290,shallow,0.25,22290,conv.3,50,conv.3:out:50
shallow_b25_s22290,shallow,0.25,22290,conv.3,53,conv.3:out:53
shallow_b25_s22290,shallow,0.25,22290,conv.3,57,conv.3:out:57
shallow_b25_s22290,shallow,0.25,22290,conv.0,51,conv.0:out:51
shallow_b25_s22290,shallow,0.25,22290,conv.3,26,conv.3:out:26
shallow_b25_s22290,shallow,0.25,22290,conv.3,9,conv.3:out:9
