group_id,module_path,channel_index,harm_awbir,harm_hsr_balanced_soc,harm_fine_macro_f1,harm_family_macro_f1,harm_benign_false_alert
conv.3:out:16,conv.3,16,0.030552309753718615,0.0025896734759530138,-0.00022162264044656155,0.002176316765206021,-0.006249999999999992
conv.3:out:17,conv.3,17,0.004279297333694952,0.00019623612674923852,0.000750992875494072,6.621637742088016e-05,-0.0049999999999999906
conv.3:out:18,conv.3,18,0.04197747553996789,0.002859900273443794,0.005109340728134848,0.003190952016651316,-0.01824999999999999
conv.3:out:19,conv.3,19,0.04235580430381028,0.0017468232266366346,0.0067388557290770645,0.004254186660958781,0.008250000000000007
conv.3:out:20,conv.3,20,0.010577177079595344,0.0011806337461798266,-0.002617877728413265,0.0018007835589912702,0.0030000000000000027
conv.3:out:21,conv.3,21,0.03086279714076131,-0.0021232105517130506,-0.0010631966561353012,-0.0011627852132587435,-0.0012500000000000011
conv.3:out:22,conv.3,22,0.02507412819313899,-0.00133183207334725,-0.004358072726664219,-0.004829105948154555,0.019500000000000003
conv.3:out:23,conv.3,23,0.03205707237423577,0.001959144281807934,0.006243908823656441,0.004840521965878919,-0.0059999999999999915
conv.3:out:24,conv.3,24,0.004812736671005029,6.43397136882995e-05,-0.0003279030812113337,-0.0007344664375670273,-0.0010000000000000009
conv.3:out:25,conv.3,25,0.04511706193413732,0.012401479813414829,0.020945321809789474,0.015312791320347352,0.0007500000000000007
conv.3:out:26,conv.3,26,0.01659152954705838,-0.0013833038442979118,-0.006528580369490111,-0.001720970938369648,-0.0037499999999999895
conv.3:out:27,conv.3,27,0.020229661923591127,-0.0021489464371883538,-0.0013914497958193994,-0.0008731857466874882,0.003250000000000003
conv.3:out:28,conv.3,28,0.06666410283174208,-0.0008042464211034106,0.006524815183473143,0.0002562917838708767,0.0
conv.3:out:29,conv.3,29,0.015747998841808983,0.0027859096027022523,0.0037140257831740353,0.0020321788182275924,0.0015000000000000013
conv.3:out:30,conv.3,30,0.010813830200590036,-0.0030754383142995168,-0.006314557271218213,-0.004379065433653295,-0.006499999999999992
conv.3:out:31,conv.3,31,0.03343412238952243,-0.002657230175325709,-0.0014904536109011657,-0.0023606404918978807,-0.0012500000000000011
conv.3:out:32,conv.3,32,0.012628875156138,0.0012964452308187324,0.002805757184169755,0.0018381251970375212,0.0020000000000000018
conv.3:out:33,conv.3,33,0.0020186535436279487,-0.0005758404375100501,-0.001921971376770748,-0.0011406676039780184,-0.0005000000000000004
conv.3:out:34,conv.3,34,0.010467741200104881,0.0010455203474344643,0.0008487131283622107,0.0009134506420935828,0.0027500000000000024
conv.3:out:35,conv.3,35,0.012322148574337933,0.0013479170017693387,0.001996195359230679,0.0014641530684131876,0.0025000000000000022
conv.3:out:36,conv.3,36,0.02558310744334156,0.0020717387807624443,0.0012719835283838687,0.003153837080295152,-0.012749999999999997
conv.3:out:37,conv.3,37,0.0031422595316123285,-0.001125944989544797,-0.0037674851019288136,-0.0021502008411488083,-0.0012500000000000011
conv.3:out:38,conv.3,38,0.034010543019977,0.0026829660608010397,0.007401990807734515,0.0036275504540388415,0.0005000000000000004
conv.3:out:39,conv.3,39,0.01731573131944739,-0.003136561042303365,0.0010662851130042172,-0.005117525584346527,0.033
conv.3:out:40,conv.3,40,0.05718230784832262,0.007305774489303529,0.017151317875268912,0.008914011583745607,-0.0024999999999999883
conv.3:out:41,conv.3,41,0.01143200046009134,-0.004683931156506366,-0.011070409259510194,-0.0062131627240005205,0.0
conv.3:out:42,conv.3,42,0.023010928206707443,0.0002895287115972367,0.0033957020491151013,-8.246641527698273e-05,0.0007500000000000007
conv.3:out:43,conv.3,43,0.018007377455640038,-0.00613800868586134,-0.014282373724870512,-0.007921089751460553,0.0002500000000000002
conv.3:out:44,conv.3,44,0.0253234287107466,-0.0020974746662377197,-0.002332970737750406,-0.00315556893525204,0.0010000000000000009
conv.3:out:45,conv.3,45,0.03030127939171688,0.0013286150876628544,0.004606986355160214,-0.0028587240351023446,0.02825000000000001
conv.3:out:46,conv.3,46,0.03623572584986682,-0.0021778993083480525,-0.001174588507809382,-0.002555088286517626,-0.001999999999999988
conv.3:out:47,conv.3,47,0.015796516100073033,-0.002657230175325709,-0.0092440879902157,8.441507596113063e-05,-0.0072499999999999926
conv.3:out:48,conv.3,48,0.015619177367201023,0.0020363519382338713,0.0009143077332255389,0.0031104448001837426,-0.007499999999999993
conv.3:out:49,conv.3,49,0.07305470428176297,0.011777384590638568,0.0311211129928608,0.020222066349699475,0.0020000000000000018
conv.3:out:50,conv.3,50,0.04077299724722751,0.004497345986810342,0.010817251744235978,0.005213437557267775,0.0002500000000000002
conv.3:out:51,conv.3,51,0.05723227542480087,0.012208460672350013,0.03194261452060565,0.02455864322662038,-0.001999999999999988
conv.3:out:52,conv.3,52,0.03772779176153402,-0.0020202670098117825,0.002028913570190527,-0.0021580069352076237,0.002250000000000002
conv.3:out:53,conv.3,53,0.012558088461578406,-0.00223258806498311,-0.008134731340928125,-0.003665232771284943,0.0
conv.3:out:54,conv.3,54,0.007601917518947554,0.0009007559916358321,-0.0007668469194741512,0.00013879377148229288,-0.006999999999999992
conv.3:out:55,conv.3,55,0.02099520476157666,0.0013447000160849432,0.004319113105191397,0.0005418025772550017,0.0020000000000000018
conv.3:out:56,conv.3,56,0.005658246448716093,0.0010326524046967989,0.0033123591771377914,0.0022554639158163248,-0.00474999999999999
conv.3:out:57,conv.3,57,0.021625242523893334,0.0011709827891265845,0.006799528230904572,0.0029938988937862065,0.0007500000000000007
conv.3:out:58,conv.3,58,0.03645926374837593,0.0010004825478526491,0.004206534444549215,0.0012642622450242946,0.0002500000000000002
conv.3:out:59,conv.3,59,0.00922567942199341,-0.0028888531446034926,-0.006511566240222089,-0.005077115367942975,0.005250000000000005
conv.3:out:60,conv.3,60,0.005615801220807311,-0.0017403892552678157,-0.0034070370374825742,-0.002859764307389545,0.0
conv.3:out:61,conv.3,61,0.021778435237637127,-0.0034904294675888736,-0.006187787478691087,-0.004524939177607545,-0.0017499999999999877
conv.3:out:62,conv.3,62,0.03173869447034336,0.0012739263310278248,-0.0030460377421068774,-0.001164052621364986,0.0012500000000000011
conv.3:out:63,conv.3,63,0.007089313465711406,-0.003567637124014811,-0.0038072548960801367,-0.003834239542272133,0.0002500000000000002
conv.3:out:64,conv.3,64,0.009441165148768834,0.0010969921183850706,0.001499699813579669,0.001988797093284589,-0.0059999999999999915
conv.3:out:65,conv.3,65,0.002588375648080983,-0.004233553160688436,-0.005634505258411804,-0.005415464145879456,0.007500000000000007
conv.3:out:66,conv.3,66,0.009515384628591953,-0.0006015763229853532,-0.003674202898234058,-0.001633396826008382,-0.0010000000000000009
conv.3:out:67,conv.3,67,0.013621838314049266,-0.0041981663181598905,-0.007837015218492893,-0.004944080972856368,0.0012500000000000011
conv.3:out:68,conv.3,68,0.029376330791455654,0.0020460028952871134,-0.0014492676600945664,0.001764365342229679,-0.0010000000000000009
conv.3:out:69,conv.3,69,0.012623575266984691,-0.0013833038442979118,-0.0005016504381291087,7.966348778132293e-05,0.01675
conv.3:out:70,conv.3,70,0.00902151271299599,9.650957053242148e-05,0.001867973425311198,-0.000363906850860074,0.0017500000000000016
conv.3:out:71,conv.3,71,0.04015659148436989,0.00265079620395689,0.007901484292222816,0.002918007658357702,0.004250000000000004
conv.3:out:72,conv.3,72,0.05849260432115812,0.0031076081711436387,0.007709006450258626,0.0044377616032296174,-0.0014999999999999875
conv.3:out:73,conv.3,73,0.013863153513482674,-0.0015859739424159414,-0.0043319924878501,-0.003170598802210378,0.019500000000000003
conv.3:out:74,conv.3,74,0.029754361412545907,-0.0023483995496220156,-0.0018159495420252414,-0.002242026668614727,0.0002500000000000002
conv.3:out:75,conv.3,75,0.038214379671177766,-0.005954640501849767,-0.009536039671983021,-0.007853303833660563,0.0017500000000000016
conv.3:out:76,conv.3,76,0.03960876292168003,0.010780119028470342,0.013701680256555715,0.011452071023426602,-0.0017499999999999877
conv.3:out:77,conv.3,77,0.0023394775167835504,7.720765642593719e-05,-0.0002531052758115715,0.000496943140199102,0.003500000000000003
conv.3:out:78,conv.3,78,0.008543409768179194,0.0005275856522438394,0.0004127444881159015,0.00046171337289424574,0.0002500000000000002
conv.3:out:79,conv.3,79,0.017378995461716795,0.000649831108251564,0.0026130263572483603,0.0005099031622416428,-0.005249999999999991
conv.3:out:80,conv.3,80,0.00477152149851381,-0.0006530480939359873,-0.0019353944765218012,-0.0012106950914118064,0.0005000000000000004
conv.3:out:81,conv.3,81,0.059704571449738446,0.010551713044876954,0.02017447786239268,0.01357859289139296,-0.002249999999999988
conv.3:out:82,conv.3,82,0.009765530929984927,-0.002026700981180629,-0.008391078074263647,-0.0005904988528084854,-0.0034999999999999892
conv.3:out:83,conv.3,83,0.038144680309286375,-0.00035708541096993174,0.001781875972210356,6.727761866232029e-05,-0.0014999999999999875
conv.3:out:84,conv.3,84,0.009369886304345477,-0.00073347273604632,-0.001200901470667537,-0.0010815805109263277,0.0015000000000000013
conv.3:out:85,conv.3,85,0.04934682287610362,0.0011548978607045235,0.003929328148659095,0.0019933639577927043,-0.0027499999999999886
conv.3:out:86,conv.3,86,0.07351130852216749,0.01330866977641948,0.032991948013885275,0.025162446383582115,-0.002999999999999989
conv.3:out:87,conv.3,87,0.08358069914756953,0.020897539005951427,0.04486339403529116,0.034616191489671544,-0.002999999999999989
conv.3:out:88,conv.3,88,0.038116297201600056,-0.00013511339874536232,0.0017505072959542733,-0.0030465500452905303,0.0017500000000000016
conv.3:out:89,conv.3,89,0.0516494982183517,0.005150394080746329,0.00898637783621492,0.004892593586888649,-0.007749999999999993
conv.3:out:90,conv.3,90,0.030134498441289827,0.0035000804246421158,0.007188013744556243,0.005101752854574038,0.0030000000000000027
conv.3:out:91,conv.3,91,0.029214035923273703,-0.0008267653208943182,0.0012174968831031308,0.0008834736235840968,-0.002249999999999988
conv.3:out:92,conv.3,92,0.01286949016166269,-0.005504262506031837,-0.011343352468847545,-0.005723636770029961,0.009000000000000008
conv.3:out:93,conv.3,93,0.003986472693841011,-0.0031783818562007293,-0.005963387211363469,-0.0029465846616285596,0.0010000000000000009
conv.3:out:94,conv.3,94,0.04682005880319267,-0.0012964452308187047,0.0018597089516395604,-0.004286143501298856,-0.006999999999999992
conv.3:out:95,conv.3,95,0.05568286747034382,-0.000717387807624259,0.004531196635324641,-0.0005209929938796432,0.003250000000000003
conv.3:out:96,conv.3,96,0.011044297159249166,-0.001881936625381997,-0.0056985059906186075,-0.00466872549735986,0.0040000000000000036
conv.3:out:97,conv.3,97,0.023933659716403762,0.00029596268296605555,0.013314832940154786,-0.0014631696095096514,0.0015000000000000013
conv.3:out:98,conv.3,98,0.024627982998574674,-0.0010390863760656177,0.002860287882518353,0.00022161698908695904,0.0002500000000000002
conv.3:out:99,conv.3,99,0.014320694828172924,0.0004825478526620519,0.002245198092901024,0.0064318209068496834,0.0030000000000000027
conv.3:out:100,conv.3,100,0.0054163103888005,-0.003290976355155212,-0.006870831897778706,-0.004477633172581763,0.0010000000000000009
conv.3:out:101,conv.3,101,0.006714298990442553,0.0004503779958179299,0.0028151621919881853,0.0018112352824064537,0.005500000000000005
conv.3:out:102,conv.3,102,0.03178310838728592,-0.0013800868586134885,0.0009941924517278267,-0.0002572472521754632,0.0017500000000000016
conv.3:out:103,conv.3,103,0.004884790662303353,0.0005050667524529595,0.0008299228471172482,0.001034416260956239,-0.0002500000000000002
conv.3:out:104,conv.3,104,0.03228484146828992,6.755669937269504e-05,0.0035599192480988417,-0.0005435358334038298,0.005250000000000005
conv.3:out:105,conv.3,105,0.018857726001483922,-0.0032395045842045778,3.182712826155232e-05,-0.00280490789932486,0.008250000000000007
conv.3:out:106,conv.3,106,0.015586586299736846,-0.0014926813575679432,-0.00793671087555281,-0.00253574172918114,-0.007499999999999993
conv.3:out:107,conv.3,107,0.038727971647370026,0.00512144120958663,0.009929543544053954,0.005293285347057752,0.0002500000000000002
conv.3:out:108,conv.3,108,0.04563586850383862,0.002592890461637437,0.003917392131841946,0.0022112755117298377,-0.0007500000000000007
conv.3:out:109,conv.3,109,0.04322933076904907,-0.00015441531285184662,0.002419129660533814,0.0018167690504033995,-0.009999999999999995
conv.3:out:110,conv.3,110,0.016131319478836427,-0.004478044072703857,-0.011319151570134411,-0.005008530697400815,-0.0017499999999999877
conv.3:out:111,conv.3,111,0.0007370336905416072,-0.0003828212964452349,-0.0007046815135315354,0.00022528612885086563,0.0007500000000000007
conv.3:out:112,conv.3,112,0.017810631877783516,-0.00590960270226798,-0.014777971435474324,-0.00870887125421449,0.005500000000000005
conv.3:out:113,conv.3,113,0.02736158330201761,0.0017210873411613314,0.008205511538713073,0.0017990764919308955,-0.0002500000000000002
conv.3:out:114,conv.3,114,0.03173751293806737,0.0032491555412578477,0.00820501956811881,0.014282112215832532,-0.0010000000000000009
conv.3:out:115,conv.3,115,0.07127468374266349,0.013903812128036042,0.017091673106662375,0.039004662581415994,-0.030749999999999993
conv.3:out:116,conv.3,116,0.06169764396000246,0.006424320411774154,0.015168979766326585,0.013680593257833884,-0.012249999999999997
conv.3:out:117,conv.3,117,0.05101574568976387,-0.003445391668007086,0.0010252935092253113,-0.0035099779059817315,0.008250000000000007
conv.3:out:118,conv.3,118,0.004011193469533011,0.000324915554125782,0.0006651887053699124,-0.00025534207482036386,0.0012500000000000011
conv.3:out:119,conv.3,119,0.025843513972621784,0.0016117098278912723,0.002101225151906916,0.002497622645179387,0.006500000000000006
conv.3:out:120,conv.3,120,0.02666097428752646,-0.002827730416599644,-0.007843189252851324,-0.0034068744671013063,-0.009499999999999995
conv.3:out:121,conv.3,121,0.02119929659346395,-0.0021714653369792614,-0.0016032617035380836,-0.0025704556713178617,0.0030000000000000027
conv.3:out:122,conv.3,122,0.02983156186091367,0.0035193823387486,0.00216558429064706,0.005243684295742956,-0.0005000000000000004
conv.3:out:123,conv.3,123,0.006573884636379348,-0.004079137847836589,-0.007807737479200716,-0.004277321837492631,-0.002249999999999988
conv.3:out:124,conv.3,124,0.015258559801298631,-0.0020620878237091744,-0.006093363842883726,-0.0012438390906192032,0.01200000000000001
conv.3:out:125,conv.3,125,0.005435693670951392,0.000534019623612686,0.0019524428213495426,-0.00039071141676350063,0.0007500000000000007
conv.3:out:126,conv.3,126,0.03519864154783859,-0.0017532571980054812,0.0001261371412807355,-0.001859572183913638,0.0005000000000000004
conv.3:out:127,conv.3,127,0.04811919244227581,0.006228084285024915,0.012012261008350178,0.006560743491940357,-0.0037499999999999895
